RegioNaam;RegioCode;Amsterdamsecode;Partij;AantalZetels
Sittard-Geleen;G1883;11230;VVD;1
Sliedrecht;G0610;11331;SGP-ChristenUnie;7
Sliedrecht;G0610;11331;PRO Sliedrecht;5
Sliedrecht;G0610;11331;CDA;3
Sliedrecht;G0610;11331;Partij van de Arbeid (P.v.d.A.);2
Sliedrecht;G0610;11331;VVD;2
Sliedrecht;G0610;11331;Democraten 66 (D66);1
Sliedrecht;G0610;11331;Slydregt.NU;1
Sluis;G1714;10895;CDA;4
Sluis;G1714;10895;Nieuw Gemeentebelang;3
Sluis;G1714;10895;Politieke Vereniging Lijst Babijn;3
Sluis;G1714;10895;VVD;3
Sluis;G1714;10895;Dorpsbelangen en Toerisme;2
Sluis;G1714;10895;Partij van de Arbeid (P.v.d.A.);2
Sluis;G1714;10895;GROENLINKS;1
Sluis;G1714;10895;SP (Socialistische Partij);1
Sluis;G1714;10895;Democraten 66 (D66);
Smallingerland;G0090;10405;Eérste Lokale Partij (ELP);7
Smallingerland;G0090;10405;CDA;4
Smallingerland;G0090;10405;ChristenUnie;4
Smallingerland;G0090;10405;Partij van de Arbeid (P.v.d.A.);4
Smallingerland;G0090;10405;Smallingerlands Belang;3
Smallingerland;G0090;10405;Democraten 66 (D66);2
Smallingerland;G0090;10405;GROENLINKS;2
Smallingerland;G0090;10405;SP (Socialistische Partij);2
Smallingerland;G0090;10405;VVD;2
Smallingerland;G0090;10405;FNP;1
Smallingerland;G0090;10405;Staatkundig Gereformeerde Partij (SGP);
Soest;G0342;11021;Gemeentebelangen Groen Soest;6
Soest;G0342;11021;VVD;5
Soest;G0342;11021;Democraten 66 (D66);3
Soest;G0342;11021;Soest 2002;3
Soest;G0342;11021;CDA;2
Soest;G0342;11021;ChristenUnie-SGP;2
Soest;G0342;11021;GROENLINKS;2
Soest;G0342;11021;Partij van de Arbeid (P.v.d.A.);2
Soest;G0342;11021;Blanco lijst 13;1
Soest;G0342;11021;Burgerbelangen Soest-Soesterberg;1
Soest;G0342;11021;Democraten Soest Natuurlijk;1
Soest;G0342;11021;Lokaal Anders Soest;1
Soest;G0342;11021;De Jonge Honden;
Soest;G0342;11021;JEZUS LEEFT;
Soest;G0342;11021;LTR;
Soest;G0342;11021;VERENIGD SOEST;
Someren;G0847;10203;Gemeenschapslijst;5
Someren;G0847;10203;CDA;4
Someren;G0847;10203;Wij Zijn Someren / VVD;3
Someren;G0847;10203;Lijst Someren-Heide;2
Someren;G0847;10203;Partij van de Arbeid (P.v.d.A.);2
Someren;G0847;10203;Leefbaar Someren;1
Son en Breugel;G0848;10549;DorpsVISIE;6
Son en Breugel;G0848;10549;CDA;3
Son en Breugel;G0848;10549;VVD;3
Son en Breugel;G0848;10549;Dorpsbelang Son en Breugel;2
Son en Breugel;G0848;10549;Partij van de Arbeid (P.v.d.A.)/GROENLINKS;2
Son en Breugel;G0848;10549;Democraten 66 (D66);1
Stadskanaal;G0037;10610;CDA;5
Stadskanaal;G0037;10610;ChristenUnie;5
Stadskanaal;G0037;10610;SP (Socialistische Partij);4
Stadskanaal;G0037;10610;Partij van de Arbeid (P.v.d.A.);3
Stadskanaal;G0037;10610;Gemeentebelangen Stadskanaal;2
Stadskanaal;G0037;10610;VVD;2
Stadskanaal;G0037;10610;Democraten 66 (D66);1
Stadskanaal;G0037;10610;Lokaal Betrokken;1
Stadskanaal;G0037;10610;GROENLINKS;
Staphorst;G0180;11362;ChristenUnie;5
Staphorst;G0180;11362;Staatkundig Gereformeerde Partij (SGP);5
Staphorst;G0180;11362;CDA;4
Staphorst;G0180;11362;Gemeentebelangen Staphorst;2
Staphorst;G0180;11362;Partij van de Arbeid (P.v.d.A.);1
Staphorst;G0180;11362;Democratische Partij Staphorst;
Stede Broec;G0532;11337;Open en Duidelijk Stede Broec;7
Stede Broec;G0532;11337;CDA;6
Stede Broec;G0532;11337;Partij van de Arbeid (P.v.d.A.)/GROENLINKS;2
Stede Broec;G0532;11337;VVD;2
Stede Broec;G0532;11337;Gemeente Belangen Stede Broec (GBS);1
Stede Broec;G0532;11337;Onafhankelijke Partij;1
Steenbergen;G0851;10731;Gewoon Lokaal!;6
Steenbergen;G0851;10731;De Volkspartij;5
Steenbergen;G0851;10731;VVD;3
Steenbergen;G0851;10731;CDA;2
Steenbergen;G0851;10731;Democraten 66 (D66);2
Steenbergen;G0851;10731;Partij van de Arbeid (P.v.d.A.);1
Steenbergen;G0851;10731;Steenbergen in Beeld;
Steenwijkerland;G1708;10546;BuitenGewoon Leefbaar (BGL);6
Steenwijkerland;G1708;10546;Partij van de Arbeid (P.v.d.A.);5
Steenwijkerland;G1708;10546;CDA;4
Steenwijkerland;G1708;10546;VVD;4
Steenwijkerland;G1708;10546;CPB;3
Steenwijkerland;G1708;10546;ChristenUnie;2
Steenwijkerland;G1708;10546;GROENLINKS;2
Steenwijkerland;G1708;10546;Democraten 66 (D66);1
Stein;G0971;11319;DOS;8
Stein;G0971;11319;Communiceren Met Burgers (CMB);6
Stein;G0971;11319;CDA;2
Stein;G0971;11319;Politieke vereniging Steins Belang;2
Stein;G0971;11319;Partij van de Arbeid (P.v.d.A.);1
Stein;G0971;11319;Progressief Stein;1
Stein;G0971;11319;VVD;1
Stichtse Vecht;G1904;10191;Lokaal Liberaal;6
Stichtse Vecht;G1904;10191;VVD;6
Stichtse Vecht;G1904;10191;GROENLINKS;5
Stichtse Vecht;G1904;10191;CDA;3
Stichtse Vecht;G1904;10191;Partij van de Arbeid (P.v.d.A.);3
Stichtse Vecht;G1904;10191;Streekbelangen;3
Stichtse Vecht;G1904;10191;ChristenUnie-SGP;2
Stichtse Vecht;G1904;10191;Maarssen 2000;2
Stichtse Vecht;G1904;10191;PVV (Partij voor de Vrijheid);2
Stichtse Vecht;G1904;10191;Het Vechtse Verbond;1
Stichtse Vecht;G1904;10191;LP (Libertarische Partij);
Stichtse Vecht;G1904;10191;Stichtse Vecht Beweegt;
Terneuzen;G0715;10704;TOP/GEMEENTEBELANGEN;7
Terneuzen;G0715;10704;CDA;6
Terneuzen;G0715;10704;PVV (Partij voor de Vrijheid);4
Terneuzen;G0715;10704;Partij van de Arbeid (P.v.d.A.);3
Terneuzen;G0715;10704;VVD;3
Terneuzen;G0715;10704;ChristenUnie;2
Terneuzen;G0715;10704;50PLUS;1
Terneuzen;G0715;10704;Democraten 66 (D66);1
Terneuzen;G0715;10704;GROENLINKS;1
Terneuzen;G0715;10704;Sociaal Terneuzen;1
Terneuzen;G0715;10704;SP (Socialistische Partij);1
Terneuzen;G0715;10704;Staatkundig Gereformeerde Partij (SGP);1
Terneuzen;G0715;10704;55 terneuzen;
Terneuzen;G0715;10704;Provinciaal Belang Zeeland;
Terschelling;G0093;11210;Partij van de Arbeid (P.v.d.A.);4
Terschelling;G0093;11210;VVD;3
Terschelling;G0093;11210;Plaatselijk Belang;2
Terschelling;G0093;11210;CDA;1
Terschelling;G0093;11210;SAMEN TERSCHELLING;1
Texel;G0448;10237;Texels Belang;4
Texel;G0448;10237;VVD;3
Texel;G0448;10237;CDA;2
Texel;G0448;10237;GROENLINKS;2
Texel;G0448;10237;Partij van de Arbeid (P.v.d.A.);2
Texel;G0448;10237;Democraten 66 (D66);1
Texel;G0448;10237;Texel 2010;1
Texel;G0448;10237;Alternatief;
Texel;G0448;10237;Eiland Belang;
Teylingen;G1525;10017;VVD;7
Teylingen;G1525;10017;CDA;5
Teylingen;G1525;10017;Trilokaal;5
Teylingen;G1525;10017;Democraten 66 (D66);3
Teylingen;G1525;10017;GROENLINKS;2
Teylingen;G1525;10017;Partij van de Arbeid (P.v.d.A.);2
Teylingen;G1525;10017;ChristenUnie;1
Tholen;G0716;10376;Staatkundig Gereformeerde Partij (SGP);6
Tholen;G0716;10376;ChristenUnie;3
Tholen;G0716;10376;VVD;3
Tholen;G0716;10376;Algemeen Belang Tholen;2
Tholen;G0716;10376;CDA;2
Tholen;G0716;10376;Partij van de Arbeid (P.v.d.A.)/GROENLINKS;2
Tholen;G0716;10376;PVV (Partij voor de Vrijheid);2
Tholen;G0716;10376;SP (Socialistische Partij);1
Tiel;G0281;10027;Partij van de Burgers;8
Tiel;G0281;10027;VVD;5
Tiel;G0281;10027;Democraten 66 (D66);4
Tiel;G0281;10027;Partij van de Arbeid (P.v.d.A.);3
Tiel;G0281;10027;CDA;2
Tiel;G0281;10027;GROENLINKS;2
Tiel;G0281;10027;ChristenUnie;1
Tiel;G0281;10027;Krachtig Tiel;1
Tiel;G0281;10027;ProTiel;1
Tilburg;G0855;10792;Lijst Smolders Tilburg ( LST );10
Tilburg;G0855;10792;Democraten 66 (D66);9
Tilburg;G0855;10792;GROENLINKS;6
Tilburg;G0855;10792;VVD;6
Tilburg;G0855;10792;CDA;4
Tilburg;G0855;10792;SP (Socialistische Partij);4
Tilburg;G0855;10792;50PLUS;2
Tilburg;G0855;10792;Partij van de Arbeid (P.v.d.A.);2
Tilburg;G0855;10792;LOKAAL TILBURG;1
Tilburg;G0855;10792;Voor Tilburg;1
Tilburg;G0855;10792;Burgerinitiatief Tilburg (BIT);
Tilburg;G0855;10792;Links Offensief;
Tilburg;G0855;10792;OPA;
Tilburg;G0855;10792;Verenigde Seniorenpartij Tilburg;
Tubbergen;G0183;10694;CDA;12
Tubbergen;G0183;10694;Gemeentebelangen-VVD;4
Tubbergen;G0183;10694;Partij van de Arbeid (P.v.d.A.);2
Tubbergen;G0183;10694;Dorpen Centraal;1
Twenterand;G1700;10643;GEMEENTE BELANGEN TWENTERAND;12
Twenterand;G1700;10643;CDA;4
Twenterand;G1700;10643;ChristenUnie;3
Twenterand;G1700;10643;P.v.d.A.-GROENLINKS;1
Twenterand;G1700;10643;PVV (Partij voor de Vrijheid);1
Twenterand;G1700;10643;Staatkundig Gereformeerde Partij (SGP);1
Twenterand;G1700;10643;VVD;1
Twenterand;G1700;10643;Democraten 66 (D66);
Tynaarlo;G1730;10002;GROENLINKS;4
Tynaarlo;G1730;10002;Leefbaar Tynaarlo/EVZ-2000;4
Tynaarlo;G1730;10002;VVD;4
Tynaarlo;G1730;10002;CDA;3
Tynaarlo;G1730;10002;Democraten 66 (D66);3
Tynaarlo;G1730;10002;Gemeentebelangen Tynaarlo;2
Tynaarlo;G1730;10002;Partij van de Arbeid (P.v.d.A.);2
Tynaarlo;G1730;10002;ChristenUnie;1
Tytsjerksteradiel;G0737;11241;CDA;6
Tytsjerksteradiel;G0737;11241;FNP;5
Tytsjerksteradiel;G0737;11241;GROENLINKS;3
Tytsjerksteradiel;G0737;11241;Partij van de Arbeid (P.v.d.A.);3
Tytsjerksteradiel;G0737;11241;VVD;3
Tytsjerksteradiel;G0737;11241;ChristenUnie;2
Tytsjerksteradiel;G0737;11241;Democraten 66 (D66);1
Uden;G0856;11141;Jong Uden;5
Uden;G0856;11141;CDA;4
Uden;G0856;11141;Gewoon Uden;4
Uden;G0856;11141;SP (Socialistische Partij);4
Uden;G0856;11141;VVD-Leefbaar Uden;4
Uden;G0856;11141;UdenPlus;3
Uden;G0856;11141;Democraten 66 (D66);1
Uden;G0856;11141;GROENLINKS;1
Uden;G0856;11141;Partij van de Arbeid (P.v.d.A.);1
Uitgeest;G0450;11238;Progressief Uitgeest (P.U.);6
Uitgeest;G0450;11238;Democraten 66 (D66);2
Uitgeest;G0450;11238;Uitgeest Lokaal;2
Uitgeest;G0450;11238;VVD;2
Uitgeest;G0450;11238;CDA;1
Uitgeest;G0450;11238;Partij van de Arbeid (P.v.d.A.);1
Uitgeest;G0450;11238;Uitgeester vrije partij;1
Uithoorn;G0451;11206;Gemeentebelangen;5
Uithoorn;G0451;11206;VVD;5
Uithoorn;G0451;11206;DUS! GroenLinks en D66;4
Uithoorn;G0451;11206;Ons Uithoorn;3
Uithoorn;G0451;11206;CDA;2
Uithoorn;G0451;11206;Groen Uithoorn;1
Uithoorn;G0451;11206;Partij van de Arbeid (P.v.d.A.);1
Urk;G0184;10783;ChristenUnie;5
Urk;G0184;10783;CDA;4
Urk;G0184;10783;Hart voor Urk;4
Urk;G0184;10783;Staatkundig Gereformeerde Partij (SGP);3
Urk;G0184;10783;Gemeentebelangen;2
Urk;G0184;10783;PVV (Partij voor de Vrijheid);1
Urk;G0184;10783;Urker Gereformeerde Partij;
Utrecht;G0344;10722;GROENLINKS;12
Utrecht;G0344;10722;Democraten 66 (D66);10
Utrecht;G0344;10722;VVD;6
Utrecht;G0344;10722;Partij van de Arbeid (P.v.d.A.);3
Utrecht;G0344;10722;CDA;2
Utrecht;G0344;10722;ChristenUnie;2
Utrecht;G0344;10722;DENK;2
Utrecht;G0344;10722;Partij voor de Dieren;2
Utrecht;G0344;10722;SP (Socialistische Partij);2
Utrecht;G0344;10722;Student & Starter;2
Utrecht;G0344;10722;PVV (Partij voor de Vrijheid);1
Utrecht;G0344;10722;Stadsbelang Utrecht;1
Utrecht;G0344;10722;Blanco lijst 15;
Utrecht;G0344;10722;Evenwicht;
Utrecht;G0344;10722;Piratenpartij;
Utrecht;G0344;10722;Seniorenpartij Utrecht;
Utrechtse Heuvelrug;G1581;10777;VVD;7
Utrechtse Heuvelrug;G1581;10777;OPEN/GROENLINKS/P.v.d.A.;6
Utrechtse Heuvelrug;G1581;10777;Democraten 66 (D66);5
Utrechtse Heuvelrug;G1581;10777;Burger Vertegenwoordiging Heuvelrug;4
Utrechtse Heuvelrug;G1581;10777;CDA;4
Utrechtse Heuvelrug;G1581;10777;Staatkundig Gereformeerde Partij (SGP);2
Utrechtse Heuvelrug;G1581;10777;ChristenUnie;1
Vaals;G0981;10007;CDA;3
Vaals;G0981;10007;Fractie Scheffers - Vrij en Onafhankelijk;3
Vaals;G0981;10007;Lokaal!;2
Vaals;G0981;10007;Nuj Lies Vroemen;2
Vaals;G0981;10007;Partij van de Arbeid (P.v.d.A.);2
Vaals;G0981;10007;Het Alternatief;1
Valkenburg aan de Geul;G0994;11077;Algemeen Belang;5
Valkenburg aan de Geul;G0994;11077;CDA;4
Valkenburg aan de Geul;G0994;11077;PGP (Progressieve Groene Partij);3
Valkenburg aan de Geul;G0994;11077;Valkenburgse Senioren Partij (VSP);3
Valkenburg aan de Geul;G0994;11077;VVD;2
Valkenburg aan de Geul;G0994;11077;Democraten 66 (D66);
Valkenswaard;G0858;11031;H&G;6
Valkenswaard;G0858;11031;CDA;5
Valkenswaard;G0858;11031;Valkenswaard Lokaal;4
Valkenswaard;G0858;11031;Partij van de Arbeid (P.v.d.A.);2
Valkenswaard;G0858;11031;Samen voor Valkenswaard;2
Valkenswaard;G0858;11031;VVD;2
Valkenswaard;G0858;11031;Democraten 66 (D66);1
Valkenswaard;G0858;11031;Vitaal Valkenswaard;1
Veendam;G0047;11292;GemeenteBelangen Veendam (GB);7
Veendam;G0047;11292;Partij van de Arbeid (P.v.d.A.);4
Veendam;G0047;11292;SP (Socialistische Partij);3
Veendam;G0047;11292;VUK;2
Veendam;G0047;11292;CDA;1
Veendam;G0047;11292;ChristenUnie;1
Veendam;G0047;11292;Democraten 66 (D66);1
Veendam;G0047;11292;GROENLINKS;1
Veendam;G0047;11292;VVD;1
Veenendaal;G0345;11052;ChristenUnie;8
Veenendaal;G0345;11052;VVD;5
Veenendaal;G0345;11052;ProVeenendaal;4
Veenendaal;G0345;11052;Staatkundig Gereformeerde Partij (SGP);4
Veenendaal;G0345;11052;CDA;3
Veenendaal;G0345;11052;Lokaal Veenendaal;3
Veenendaal;G0345;11052;Democraten 66 (D66);2
Veenendaal;G0345;11052;DENK;1
Veenendaal;G0345;11052;GROENLINKS;1
Veenendaal;G0345;11052;Partij van de Arbeid (P.v.d.A.);1
Veenendaal;G0345;11052;SP (Socialistische Partij);1
Veenendaal;G0345;11052;JEZUS LEEFT;
Veenendaal;G0345;11052;JouwVeenendaal;
Veere;G0717;10369;Partij van de Arbeid (P.v.d.A.)/GROENLINKS;5
Veere;G0717;10369;SGP-ChristenUnie;5
Veere;G0717;10369;CDA;3
Veere;G0717;10369;Dorpsbelangen en Toerisme Veere (DTV);3
Veere;G0717;10369;VVD;3
Veere;G0717;10369;Democraten 66 (D66);
Veldhoven;G0861;10071;VVD;7
Veldhoven;G0861;10071;Gemeente Belangen Veldhoven (GBV);6
Veldhoven;G0861;10071;SENIOREN VELDHOVEN;5
Veldhoven;G0861;10071;Veldhoven Samen Anders (VSA);3
Veldhoven;G0861;10071;CDA;2
Veldhoven;G0861;10071;Democraten 66 (D66);2
Veldhoven;G0861;10071;Partij van de Arbeid (P.v.d.A.);2
Velsen;G0453;10620;Velsen Lokaal;6
Velsen;G0453;10620;Democraten 66 Velsen;5
Velsen;G0453;10620;LGV;4
Velsen;G0453;10620;VVD;4
Velsen;G0453;10620;CDA;3
Velsen;G0453;10620;Forza! IJmond;3
Velsen;G0453;10620;GROENLINKS;3
Velsen;G0453;10620;Partij van de Arbeid (P.v.d.A.);2
Velsen;G0453;10620;SP (Socialistische Partij);2
Velsen;G0453;10620;ChristenUnie;1
Venlo;G0983;10477;CDA;7
Venlo;G0983;10477;EENLokaal;7
Venlo;G0983;10477;VVD;6
Venlo;G0983;10477;Partij van de Arbeid (P.v.d.A.);4
Venlo;G0983;10477;PVV (Partij voor de Vrijheid);4
Venlo;G0983;10477;SP (Socialistische Partij);4
Venlo;G0983;10477;50PLUS;3
Venlo;G0983;10477;GROENLINKS;3
Venlo;G0983;10477;Democraten 66 (D66);1
Venray;G0984;11222;CDA;9
Venray;G0984;11222;VENRAY Lokaal;5
Venray;G0984;11222;SP (Socialistische Partij);4
Venray;G0984;11222;Democraten 66 (D66);3
Venray;G0984;11222;Samenwerking Venray;3
Venray;G0984;11222;VVD;2
Venray;G0984;11222;Partij van de Arbeid (P.v.d.A.);1
Vlaardingen;G0622;10811;ONS Vlaardingen;6
Vlaardingen;G0622;10811;SP (Socialistische Partij);4
Vlaardingen;G0622;10811;Beter voor Vlaardingen (BVV);3
Vlaardingen;G0622;10811;CDA;3
Vlaardingen;G0622;10811;Democraten 66 (D66);3
Vlaardingen;G0622;10811;GROENLINKS;3
Vlaardingen;G0622;10811;VV2000/Leefbaar Vlaardingen;3
Vlaardingen;G0622;10811;VVD;3
Vlaardingen;G0622;10811;Algemeen Ouderen Verbond (AOV);2
Vlaardingen;G0622;10811;ChristenUnie-SGP;2
Vlaardingen;G0622;10811;Partij van de Arbeid (P.v.d.A.);2
Vlaardingen;G0622;10811;Stads Belangen Vlaardingen;1
Vlaardingen;G0622;10811;Blanco lijst 13;
Vlaardingen;G0622;10811;De Republikeinen;
Vlieland;G0096;10211;Nieuw Liberaal Vlieland;4
Vlieland;G0096;10211;GroenWit;3
Vlieland;G0096;10211;Algemeen Belang Vlieland;2
Vlissingen;G0718;10270;Lokale Partij Vlissingen;5
Vlissingen;G0718;10270;Partij Souburg-Ritthem;5
Vlissingen;G0718;10270;50PLUS;2
Vlissingen;G0718;10270;GROENLINKS;2
Vlissingen;G0718;10270;Partij van de Arbeid (P.v.d.A.);2
Vlissingen;G0718;10270;POV perspectief op Vlissingen!;2
Vlissingen;G0718;10270;SP (Socialistische Partij);2
Vlissingen;G0718;10270;Staatkundig Gereformeerde Partij (SGP);2
Vlissingen;G0718;10270;VVD;2
Vlissingen;G0718;10270;CDA;1
Vlissingen;G0718;10270;ChristenUnie;1
Vlissingen;G0718;10270;Democraten 66 (D66);1
Vlissingen;G0718;10270;Vlissings Belang;
Voerendaal;G0986;11341;Democraten Voerendaal;5
Voerendaal;G0986;11341;Voerendaal Actief;3
Voerendaal;G0986;11341;CDA;2
Voerendaal;G0986;11341;Partij van de Arbeid (P.v.d.A.);2
Voerendaal;G0986;11341;Algemeen Gemeenschaps Belang (AGB) Voerendaal;1
Voerendaal;G0986;11341;Democraten 66 (D66);1
Voerendaal;G0986;11341;VVD;1
Voorschoten;G0626;10537;VVD;5
Voorschoten;G0626;10537;CDA;4
Voorschoten;G0626;10537;GROENLINKS;4
Voorschoten;G0626;10537;Democraten 66 (D66);3
Voorschoten;G0626;10537;ONS Voorschoten;3
Voorschoten;G0626;10537;Partij van de Arbeid (P.v.d.A.);1
Voorschoten;G0626;10537;SP (Socialistische Partij);1
Voorst;G0285;10912;Gemeente Belangen Voorst;9
Voorst;G0285;10912;VVD-Liberaal 2000;4
Voorst;G0285;10912;CDA;2
Voorst;G0285;10912;PvdA-GROENLINKS;2
Voorst;G0285;10912;Blanco lijst 6;1
Voorst;G0285;10912;Democraten 66 (D66);1
Voorst;G0285;10912;Staatkundig Gereformeerde Partij (SGP);
Vught;G0865;11224;Gemeentebelangen;7
Vught;G0865;11224;PvdA-GroenLinks;4
Vught;G0865;11224;VVD;4
Vught;G0865;11224;Democraten 66 (D66);3
Vught;G0865;11224;SP (Socialistische Partij);2
Vught;G0865;11224;CDA;1
Waalre;G0866;10959;Aalst Waalre Belang;4
Waalre;G0866;10959;Democraten 66 (D66);3
Waalre;G0866;10959;VVD;3
Waalre;G0866;10959;CDA;2
Waalre;G0866;10959;GROENLINKS;2
Waalre;G0866;10959;ZW14;2
Waalre;G0866;10959;Partij van de Arbeid (P.v.d.A.);1
Waalwijk;G0867;11359;LokaalBelang;9
Waalwijk;G0867;11359;VVD;5
Waalwijk;G0867;11359;GroenLinksaf;4
Waalwijk;G0867;11359;CDA;3
Waalwijk;G0867;11359;Democraten 66 (D66);3
Waalwijk;G0867;11359;Staatkundig Gereformeerde Partij (SGP);2
Waalwijk;G0867;11359;ChristenUnie;1
Waalwijk;G0867;11359;Lijst IJpelaar;1
Waalwijk;G0867;11359;Partij van de Arbeid;1
Waddinxveen;G0627;10081;PCW | www.kiespcw.nl;5
Waddinxveen;G0627;10081;VVD;4
Waddinxveen;G0627;10081;CDA;3
Waddinxveen;G0627;10081;Democraten 66 (D66);3
Waddinxveen;G0627;10081;PvdA/GROENLINKS;3
Waddinxveen;G0627;10081;Weerbaar Waddinxveen (WeWa);3
Wageningen;G0289;11010;GROENLINKS;6
Wageningen;G0289;11010;Democraten 66 (D66);5
Wageningen;G0289;11010;Stadspartij Wageningen;5
Wageningen;G0289;11010;Connect Wageningen;2
Wageningen;G0289;11010;Partij van de Arbeid (P.v.d.A.);2
Wageningen;G0289;11010;VVD;2
Wageningen;G0289;11010;CDA;1
Wageningen;G0289;11010;ChristenUnie;1
Wageningen;G0289;11010;SP (Socialistische Partij);1
Wassenaar;G0629;10164;VVD;6
Wassenaar;G0629;10164;CDA;3
Wassenaar;G0629;10164;Hart voor Wassenaar;3
Wassenaar;G0629;10164;Lokaal Wassenaar!;3
Wassenaar;G0629;10164;Democraten 66 (D66);2
Wassenaar;G0629;10164;Democratische Liberalen Wassenaar (DLW);2
Wassenaar;G0629;10164;GROENLINKS;1
Wassenaar;G0629;10164;Partij van de Arbeid (P.v.d.A.);1
Waterland;G0852;10983;CDA;4
Waterland;G0852;10983;GROENLINKS;3
Waterland;G0852;10983;VVD;3
Waterland;G0852;10983;WaterlandNatuurlijk;3
Waterland;G0852;10983;Democraten 66 (D66);2
Waterland;G0852;10983;Partij van de Arbeid (P.v.d.A.);2
Weert;G0988;11081;Weert Lokaal;12
Weert;G0988;11081;CDA;6
Weert;G0988;11081;VVD;4
Weert;G0988;11081;DUS Weert;3
Weert;G0988;11081;SP (Socialistische Partij);2
Weert;G0988;11081;Democraten 66 (D66);1
Weert;G0988;11081;Partij van de Arbeid (P.v.d.A.);1
Weert;G0988;11081;Juist495;
Weert;G0988;11081;Partij voor Weert;
Weesp;G0457;10773;Weesper Stads Partij (WSP);5
Weesp;G0457;10773;CDA;3
Weesp;G0457;10773;GROENLINKS;3
Weesp;G0457;10773;Democraten 66 (D66);2
Weesp;G0457;10773;Partij van de Arbeid (P.v.d.A.);2
Weesp;G0457;10773;VVD;2
Weesp;G0457;10773;Blanco lijst 7;
Weesp;G0457;10773;Partij van de Ouderen (PVDO);
West Maas en Waal;G0668;10042;F.D. Dreumel;3
West Maas en Waal;G0668;10042;FD Partij Beneden-Leeuwen;3
West Maas en Waal;G0668;10042;VVD;3
West Maas en Waal;G0668;10042;F.D. Maasdorpen;2
West Maas en Waal;G0668;10042;SP (Socialistische Partij);2
West Maas en Waal;G0668;10042;CDA;1
West Maas en Waal;G0668;10042;F.D. Boven-Leeuwen;1
West Maas en Waal;G0668;10042;F.D. Wamel;1
West Maas en Waal;G0668;10042;Sociaal Maas en Waal;1
Westerveld;G1701;10186;Progressief Westerveld/D66/GROENLINKS;4
Westerveld;G1701;10186;DSSW/SW;3
Westerveld;G1701;10186;Gemeentebelangen;3
Westerveld;G1701;10186;VVD;3
Westerveld;G1701;10186;CDA;2
Westerveld;G1701;10186;Partij van de Arbeid (P.v.d.A.);2
Westervoort;G0293;11085;CDA;6
Westervoort;G0293;11085;SP (Socialistische Partij);3
Westervoort;G0293;11085;VVD;3
Westervoort;G0293;11085;Democraten 66 (D66);2
Westervoort;G0293;11085;GROENLINKS;2
Westervoort;G0293;11085;Partij van de Arbeid (P.v.d.A.);1
Westland;G1783;11418;CDA;10
Westland;G1783;11418;Westland Verstandig;8
Westland;G1783;11418;LPF Westland;7
Westland;G1783;11418;GemeenteBelang Westland (GBW);6
Westland;G1783;11418;VVD;3
Westland;G1783;11418;ChristenUnie-SGP;2
Westland;G1783;11418;Democraten 66 (D66);1
Westland;G1783;11418;GROENLINKS;1
Westland;G1783;11418;Partij van de Arbeid (P.v.d.A.);1
Weststellingwerf;G0098;11322;Sociaal Duurzaam W'werf/PvdA/WN!/VVA;5
Weststellingwerf;G0098;11322;VVD;5
Weststellingwerf;G0098;11322;CDA;4
Weststellingwerf;G0098;11322;Blijf Stellingwarfs;2
Weststellingwerf;G0098;11322;GROENLINKS;2
Weststellingwerf;G0098;11322;Weststellingwerfs Belang;2
Weststellingwerf;G0098;11322;Democraten 66 (D66);1
Westvoorne;G0614;10009;Inwonersbelang Westvoorne (IBW);3
Westvoorne;G0614;10009;Partij Westvoorne (PW);3
Westvoorne;G0614;10009;VVD;3
Westvoorne;G0614;10009;CDA;2
Westvoorne;G0614;10009;Gemeentebelangen  Westvoorne;2
Westvoorne;G0614;10009;Democraten 66 (D66);1
Westvoorne;G0614;10009;Partij van de Arbeid (P.v.d.A.);1
Wierden;G0189;10676;Nieuw Enter Wierden;7
Wierden;G0189;10676;CDA;5
Wierden;G0189;10676;ChristenUnie;3
Wierden;G0189;10676;Platform Progressief Wierden (PPW);2
Wierden;G0189;10676;VVD;2
Wijchen;G0296;10723;Kernachtig Wijchen;12
Wijchen;G0296;10723;CDA;4
Wijchen;G0296;10723;Partij van de Arbeid (P.v.d.A.);3
Wijchen;G0296;10723;VVD;3
Wijchen;G0296;10723;Democraten 66 (D66);2
Wijchen;G0296;10723;Wijchen Lokaal;2
Wijchen;G0296;10723;Sociaal Wijchen;1
Wijchen;G0296;10723;Gewoon Wijchen;
Wijdemeren;G1696;10534;CDA;4
Wijdemeren;G1696;10534;De Lokale Partij;4
Wijdemeren;G1696;10534;DorpsBelangen;4
Wijdemeren;G1696;10534;VVD;3
Wijdemeren;G1696;10534;Democraten 66 (D66);2
Wijdemeren;G1696;10534;PvdA-GroenLinks;2
Wijdemeren;G1696;10534;ChristenUnie;
Wijdemeren;G1696;10534;O-Lib Onafhankelijk Liberaal;
Wijk bij Duurstede;G0352;10760;VVD;4
Wijk bij Duurstede;G0352;10760;GROENLINKS;3
Wijk bij Duurstede;G0352;10760;Protestant-Christelijke Groepering (PCG);3
Wijk bij Duurstede;G0352;10760;SP (Socialistische Partij);3
Wijk bij Duurstede;G0352;10760;WijkNU;3
Wijk bij Duurstede;G0352;10760;CDA;2
Wijk bij Duurstede;G0352;10760;Democraten 66 (D66);1
Wijk bij Duurstede;G0352;10760;Partij van de Arbeid (P.v.d.A.);
Winterswijk;G0294;11119;CDA;7
